,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
786,1785.7102,FDO23,OUT046
787,3157.1133,NCE30,OUT018
788,638.0454,FDQ22,OUT035
789,1838.3463,FDY01,OUT045
790,2613.0208,FDS08,OUT017
791,1805.6201,FDG28,OUT018
792,532.3587,FDQ51,OUT018
793,3495.7654,FDB05,OUT017
794,1667.5623,FDO56,OUT049
795,1046.1586,FDE02,OUT018
796,4403.819,FDN45,OUT017
797,828.283,FDS09,OUT013
798,2834.7144,NCA54,OUT018
799,551.8802,FDP09,OUT010
800,1370.7496,FDC53,OUT045
801,3352.4521,NCM55,OUT017
802,2534.1033,FDL09,OUT018
803,293.00122,FDA11,OUT019
804,1233.4011,FDA50,OUT045
805,3330.8997,FDC23,OUT017
806,2793.6592,FDE22,OUT049
807,3616.8936,FDD23,OUT046
808,3586.2373,NCA29,OUT049
809,2334.0022,FDK38,OUT046
810,2057.0852,DRC13,OUT046
811,2385.609,NCP43,OUT049
812,1584.5016,FDX28,OUT049
813,1523.2646,FDF08,OUT049
814,2026.392,FDZ33,OUT046
815,1782.3867,FDD10,OUT049
816,2869.5198,FDO58,OUT017
817,4843.1543,FDI50,OUT017
818,2593.051,FDO58,OUT045
819,3213.0664,FDX08,OUT013
820,13.251393,NCK17,OUT010
821,5196.412,FDF39,OUT035
822,510.5651,FDU45,OUT010
823,1582.8337,NCJ18,OUT018
824,28.877903,DRC27,OUT019
825,1460.3634,DRC25,OUT035
826,1717.6113,FDU59,OUT035
827,3642.1545,FDU28,OUT035
828,840.2946,NCP30,OUT046
829,715.41425,FDB39,OUT018
830,953.4419,FDE41,OUT013
831,127.581474,DRH11,OUT010
832,3188.389,FDA58,OUT045
833,1637.9264,FDU50,OUT046
834,1980.0916,FDM34,OUT013
835,2511.3225,FDM44,OUT027
836,3098.865,FDR39,OUT045
837,2674.1926,FDM25,OUT045
838,2412.8901,FDQ49,OUT049
839,563.5012,DRH25,OUT018
840,3623.6523,FDM09,OUT027
841,514.6825,FDL44,OUT019
842,164.2045,NCR42,OUT018
843,816.4786,DRL59,OUT046
844,2478.3586,FDX43,OUT013
845,148.00584,DRK47,OUT010
846,838.9674,FDU48,OUT018
847,733.8677,FDY12,OUT045
848,1655.4174,NCN43,OUT018
849,2616.81,NCM55,OUT018
850,3168.8794,FDQ21,OUT027
851,4440.0522,FDX13,OUT035
852,5511.855,NCK30,OUT027
853,2628.921,FDG20,OUT049
854,729.9902,DRG27,OUT017
855,4034.5476,FDY14,OUT018
856,1444.174,FDP59,OUT035
857,3501.4216,FDU60,OUT017
858,573.9446,NCC18,OUT019
859,4588.329,DRJ39,OUT017
860,1995.5035,FDS07,OUT049
861,5581.455,FDM08,OUT027
862,1877.256,FDP51,OUT045
863,1389.3138,FDU16,OUT035
864,1751.539,FDH12,OUT013
865,20.65744,DRE48,OUT010
866,7611.1606,NCL42,OUT027
867,2657.8804,FDR21,OUT045
868,2075.4753,NCW29,OUT035
869,5674.4834,FDO11,OUT013
870,2057.4907,NCM31,OUT049
871,341.82553,FDV35,OUT019
872,1013.0821,FDF58,OUT017
873,3166.708,NCE43,OUT049
874,2364.669,FDA02,OUT035
875,48.886684,DRL37,OUT010
876,1386.3192,FDR24,OUT018
877,1392.3215,FDW59,OUT049
878,733.7624,FDS22,OUT049
879,1131.3359,FDW24,OUT017
880,1790.6394,FDU24,OUT035
881,5171.889,FDA21,OUT027
882,3270.2332,FDH58,OUT027
883,1128.3,FDW36,OUT018
884,5118.205,FDI45,OUT027
885,3540.5916,FDU01,OUT018
886,1864.3887,FDF35,OUT027
887,430.24686,FDU43,OUT019
888,450.28745,FDE24,OUT019
889,2628.8086,FDK50,OUT049
890,1039.6918,FDG31,OUT045
891,2158.9639,FDC60,OUT045
892,1714.3773,FDL36,OUT013
893,3047.2888,FDP21,OUT013
894,1342.0243,FDW16,OUT045
895,3903.6882,FDX02,OUT017
896,3714.3594,FDQ58,OUT027
897,1644.9664,FDT51,OUT046
898,1158.7335,FDD59,OUT049
899,1441.137,NCM42,OUT018
900,580.2427,FDA57,OUT018
901,2112.6377,FDZ48,OUT035
902,2143.4873,FDE46,OUT045
903,-1.3407898,NCZ30,OUT019
904,3010.2217,FDB56,OUT017
905,2385.852,FDA25,OUT027
906,2090.0232,FDD20,OUT013
907,1604.3309,FDL25,OUT013
908,2274.1455,NCO18,OUT049
909,578.8538,FDJ45,OUT017
910,3073.682,FDR12,OUT035
911,271.03207,NCF19,OUT010
912,3370.2576,FDK25,OUT046
913,1808.5752,NCR17,OUT046
914,2206.7175,FDC52,OUT046
915,3298.9595,NCA54,OUT017
916,1300.8242,FDR45,OUT010
917,2129.475,NCM19,OUT049
918,5696.48,FDF39,OUT027
919,1283.9807,FDX23,OUT049
920,2601.9758,FDD58,OUT027
921,1932.3446,FDX28,OUT013
922,2815.765,NCD31,OUT013
923,2451.0369,FDU57,OUT018
924,735.92,FDI27,OUT046
925,1714.1604,NCM42,OUT046
926,1978.6482,FDD32,OUT027
927,3711.818,FDI34,OUT013
928,2104.0835,NCM29,OUT049
929,1532.399,FDG46,OUT018
930,129.94168,DRC01,OUT010
931,5256.214,FDB15,OUT027
932,3841.7334,NCA17,OUT027
933,2304.0818,FDF10,OUT046
934,4266.2637,FDR26,OUT027
935,1945.7317,FDI02,OUT049
936,82.79856,NCM54,OUT010
937,2050.2837,FDF14,OUT013
938,619.6247,FDJ33,OUT010
939,5226.0146,FDM20,OUT035
940,5234.6367,FDC03,OUT027
941,1913.9875,NCX05,OUT046
942,2430.1277,NCM41,OUT027
943,181.08603,NCU29,OUT010
944,1321.4739,FDQ59,OUT017
945,229.9639,FDH46,OUT010
946,834.75195,FDH09,OUT013
947,736.1812,NCD06,OUT045
948,2366.8755,FDC15,OUT035
949,953.08734,DRD37,OUT027
950,2803.337,FDT28,OUT027
951,4332.3613,FDR28,OUT027
952,1030.982,FDT38,OUT017
953,1887.2579,FDV34,OUT027
954,1096.3983,FDY52,OUT035
955,1299.4658,FDB34,OUT013
956,1679.8678,DRL23,OUT018
957,2428.3257,DRB24,OUT046
958,870.56525,FDJ50,OUT046
959,2514.7969,FDQ49,OUT035
960,1804.7728,FDP20,OUT035
961,4195.4033,FDV19,OUT027
962,2788.3843,NCR54,OUT045
963,729.6065,FDO09,OUT010
964,1816.0854,FDS57,OUT018
965,1902.4513,FDN10,OUT049
966,1996.1348,FDV23,OUT049
967,3939.2595,FDY28,OUT049
968,2710.3616,DRG51,OUT013
969,258.96396,FDD45,OUT019
970,5314.971,NCL18,OUT027
971,1979.2745,NCM29,OUT013
972,5284.4634,FDF17,OUT027
973,2802.3782,FDE22,OUT017
974,592.7296,FDQ22,OUT017
975,3192.7986,FDS01,OUT013
976,953.99915,FDW35,OUT027
977,2067.868,FDJ33,OUT046
978,2920.5103,NCF54,OUT035
979,1415.4019,FDE09,OUT013
980,2300.1636,NCE06,OUT045
981,1116.3237,DRH49,OUT049
982,2548.8943,FDY43,OUT045
983,4980.326,NCT05,OUT017
984,3441.8347,FDZ34,OUT045
985,1932.8514,FDL38,OUT017
986,3492.112,FDZ31,OUT017
987,965.56165,FDR14,OUT035
988,1168.0768,NCN54,OUT049
989,3493.1409,NCC42,OUT027
990,1702.1245,FDK08,OUT017
991,1395.0675,FDP59,OUT013
992,3276.87,FDV22,OUT035
993,3543.5408,FDD33,OUT035
994,8372.306,DRE60,OUT027
995,4342.5415,FDK52,OUT046
996,2409.4185,FDA02,OUT017
997,1748.461,FDM56,OUT049
998,2499.1816,FDE57,OUT035
999,1249.4863,FDM32,OUT045
1000,3034.6536,NCQ30,OUT027
1001,2750.3513,FDQ27,OUT027
1002,3085.684,FDT60,OUT027
1003,4517.015,FDU43,OUT049
1004,1935.4519,NCO55,OUT035
1005,2115.096,FDG02,OUT045
1006,2929.2822,FDJ28,OUT013
1007,1567.3317,FDP40,OUT045
1008,2933.0566,FDJ38,OUT045
1009,3817.9412,NCC54,OUT017
1010,1887.1874,NCZ41,OUT046
1011,296.92142,FDK38,OUT019
1012,1210.1047,FDU52,OUT013
1013,1210.109,FDC40,OUT046
1014,1012.4833,NCR30,OUT017
1015,1871.0685,NCN18,OUT017
1016,1332.3981,FDB50,OUT035
1017,2741.9578,FDG04,OUT013
1018,2093.078,FDR26,OUT035
1019,2792.9536,NCT17,OUT018
1020,6674.3174,FDX35,OUT027
1021,2381.2869,FDS12,OUT046
1022,3347.6897,NCZ29,OUT027
1023,183.27806,FDB38,OUT010
1024,621.2449,FDP12,OUT013
1025,823.1701,FDP22,OUT046
1026,5268.778,FDS26,OUT018
1027,2633.135,FDR52,OUT046
1028,2504.9568,DRJ13,OUT046
1029,3336.5623,FDU48,OUT027
1030,1142.7357,FDE29,OUT035
1031,1994.3115,NCT29,OUT049
1032,3747.844,DRK37,OUT018
1033,1356.5168,FDK55,OUT046
1034,1383.771,FDR07,OUT046
1035,4598.456,FDO21,OUT027
1036,6547.284,FDK46,OUT049
1037,1608.7184,FDB12,OUT045
1038,4512.8486,FDT31,OUT027
1039,1959.4343,FDJ33,OUT045
1040,3248.7358,FDC26,OUT027
1041,2368.9548,NCQ02,OUT045
1042,564.59644,FDP08,OUT010
1043,5527.929,FDB11,OUT027
1044,2548.26,FDV55,OUT013
1045,2150.1506,FDW20,OUT049
1046,344.5697,NCJ18,OUT019
1047,1124.7628,FDC41,OUT018
1048,2491.809,FDE14,OUT027
1049,1698.0052,FDG35,OUT013
1050,1247.3342,FDF45,OUT035
1051,2414.3335,FDS19,OUT027
1052,745.124,FDS58,OUT019
1053,4865.629,FDA26,OUT017
1054,1530.8306,FDM32,OUT049
1055,2456.8418,FDL45,OUT046
1056,2770.4036,FDZ55,OUT049
1057,2303.0498,FDY37,OUT049
1058,2764.5525,FDO46,OUT046
1059,2151.2417,FDQ60,OUT046
1060,1786.5222,FDA19,OUT018
1061,2419.8533,FDL15,OUT046
1062,2331.0364,FDM10,OUT018
1063,654.33844,NCL05,OUT017
1064,129.89789,DRK49,OUT010
1065,6593.5347,NCE18,OUT027
1066,603.2803,FDG40,OUT049
1067,3986.0854,DRI59,OUT045
1068,6244.5244,FDK28,OUT035
1069,195.46562,NCD06,OUT019
1070,492.45062,FDO11,OUT019
1071,1859.4702,FDK27,OUT046
1072,1308.0388,FDT43,OUT027
1073,1783.974,FDD38,OUT018
1074,4400.061,FDA16,OUT049
1075,4033.1377,FDL14,OUT027
1076,737.1036,NCM17,OUT049
1077,1956.6238,FDD20,OUT045
1078,1377.5408,FDA40,OUT045
1079,1208.8606,FDL43,OUT045
1080,2210.8206,FDV15,OUT045
1081,1354.8958,FDE52,OUT046
1082,503.4782,NCL17,OUT010
1083,3162.9473,NCJ31,OUT045
1084,1201.5786,FDR60,OUT045
1085,1512.5265,NCA18,OUT035
1086,1687.8384,FDS21,OUT027
1087,1463.388,FDW09,OUT035
1088,3072.5896,FDL26,OUT035
1089,1372.3391,FDS47,OUT018
1090,3651.943,FDC39,OUT046
1091,1490.5087,FDT51,OUT035
1092,3855.4097,FDK40,OUT035
1093,3807.7852,NCG19,OUT045
1094,948.4319,FDZ07,OUT046
1095,2423.0703,FDF08,OUT027
1096,696.88525,FDO04,OUT013
1097,999.88885,FDK41,OUT018
1098,4486.0425,FDP15,OUT049
1099,1245.2275,NCD43,OUT018
1100,2399.6755,NCP18,OUT013
1101,1518.8931,FDZ51,OUT046
1102,1935.9293,DRH13,OUT035
1103,516.8264,FDF38,OUT045
1104,766.4165,NCI43,OUT045
1105,1766.9792,FDM38,OUT027
1106,1334.7838,FDS03,OUT013
1107,2618.2153,DRJ47,OUT017
1108,229.92448,FDT50,OUT010
1109,3015.1035,FDV02,OUT046
1110,1861.4637,NCG18,OUT017
1111,2848.7004,FDW52,OUT046
1112,658.16016,FDS40,OUT035
1113,3395.6653,FDN31,OUT017
1114,1608.6519,FDA37,OUT045
1115,3018.3982,FDA15,OUT046
1116,2118.224,FDL39,OUT046
1117,1838.055,FDJ53,OUT045
1118,3475.0876,FDX22,OUT013
1119,4372.6943,NCZ42,OUT045
1120,4363.438,FDD56,OUT027
1121,3824.5771,FDD40,OUT017
1122,4411.4795,FDS50,OUT013
1123,3510.5098,NCN14,OUT013
1124,2996.981,FDT15,OUT013
1125,3069.665,NCS18,OUT027
1126,525.8998,NCO26,OUT010
1127,766.73706,FDF58,OUT018
1128,1465.7197,NCB19,OUT013
1129,1714.0103,FDH26,OUT017
1130,4499.6387,DRB24,OUT027
1131,953.701,FDA49,OUT018
1132,1487.2819,FDB32,OUT045
1133,4216.6284,FDI36,OUT017
1134,411.9983,NCA17,OUT010
1135,2252.1047,FDH22,OUT013
1136,2643.2214,NCM26,OUT018
1137,5315.977,FDT15,OUT027
1138,1181.9358,FDB16,OUT018
1139,3248.5093,NCP54,OUT027
1140,1671.4226,FDJ36,OUT013
1141,1815.1365,FDO28,OUT045
1142,685.196,FDU09,OUT013
1143,2243.9292,FDF29,OUT017
1144,1951.24,FDY08,OUT013
1145,-1.0189159,DRJ59,OUT018
1146,2267.0608,FDT23,OUT027
1147,643.7932,FDU15,OUT018
1148,1487.2104,FDT47,OUT013
1149,569.55524,FDI53,OUT019
1150,3376.7625,FDR59,OUT018
1151,680.3877,FDD53,OUT035
1152,3719.1443,FDY51,OUT017
1153,489.67343,FDT04,OUT049
1154,3313.5579,FDU51,OUT049
1155,2818.305,FDG14,OUT035
1156,4429.226,NCU06,OUT045
1157,3593.446,DRG25,OUT046
1158,1399.5574,DRH49,OUT035
1159,2316.1465,FDN15,OUT035
1160,937.4269,FDL43,OUT018
1161,4477.8696,NCT18,OUT049
1162,3804.0596,NCB31,OUT013
1163,2013.4939,FDK57,OUT035
1164,518.43085,FDY04,OUT019
1165,2473.734,NCP54,OUT046
1166,2980.5784,FDF41,OUT013
1167,1577.5428,FDM01,OUT045
1168,2060.5986,FDW03,OUT045
1169,1878.8778,FDF28,OUT045
1170,2431.527,FDY37,OUT017
1171,3965.3477,FDQ03,OUT017
1172,3069.4736,FDP51,OUT027
1173,1979.44,FDJ40,OUT017
1174,1391.3756,FDC32,OUT049
1175,2836.4282,DRI49,OUT027
1176,882.0468,NCW54,OUT017
1177,728.4084,FDF09,OUT017
1178,3123.271,FDP45,OUT018
1179,3159.6226,DRJ23,OUT018
1180,1962.0933,FDS59,OUT017
1181,2137.287,FDY08,OUT046
1182,2630.4875,FDX16,OUT049
1183,2400.806,FDY16,OUT018
1184,3271.884,FDK32,OUT035
1185,512.22833,FDQ22,OUT013
1186,2292.5554,NCC31,OUT018
1187,2221.1633,FDG58,OUT049
1188,2509.5444,DRF48,OUT013
1189,1137.1843,DRH36,OUT049
1190,1077.725,NCR30,OUT035
1191,817.8228,FDB03,OUT019
1192,3597.0457,FDZ28,OUT027
1193,3427.983,FDR35,OUT017
1194,6256.449,DRD15,OUT027
1195,278.53482,FDJ33,OUT019
1196,319.99332,FDA56,OUT010
1197,754.377,FDP56,OUT046
1198,883.8277,NCT30,OUT046
1199,1757.4391,FDK15,OUT017
1200,1860.3527,FDH44,OUT018
1201,2419.609,FDV01,OUT013
1202,2857.0483,DRG03,OUT017
1203,2482.9136,FDG50,OUT027
1204,1349.3923,FDR16,OUT010
1205,1525.6152,FDZ60,OUT046
1206,2721.319,DRG03,OUT045
1207,5265.349,FDS56,OUT018
1208,841.12805,FDU33,OUT045
1209,1587.0845,DRD27,OUT035
1210,3481.6382,FDW22,OUT046
1211,2824.2822,DRA24,OUT045
1212,597.59326,FDF38,OUT049
1213,2217.3513,FDX48,OUT013
1214,2691.0435,FDS58,OUT018
1215,1082.0477,FDC32,OUT046
1216,3117.5796,NCQ29,OUT045
1217,1089.7194,DRK39,OUT018
1218,1948.3376,NCS38,OUT017
1219,1823.9653,DRO47,OUT013
1220,1320.7366,DRG27,OUT027
1221,5490.753,FDC57,OUT027
1222,2975.0198,FDS55,OUT046
1223,1680.3052,NCJ06,OUT018
1224,520.76324,FDO01,OUT019
1225,3301.4932,NCM55,OUT045
1226,2367.9954,FDC52,OUT049
1227,1621.2131,FDQ15,OUT045
1228,1596.7018,NCT30,OUT027
1229,825.33966,NCR42,OUT027
1230,720.1119,FDD28,OUT035
1231,1532.8816,FDQ34,OUT049
1232,3445.3809,FDZ12,OUT027
1233,213.63083,DRE13,OUT019
1234,365.2985,NCN07,OUT019
1235,2823.0452,FDM28,OUT035
1236,2929.5679,FDI10,OUT017
1237,2851.0564,FDQ25,OUT013
1238,-242.45164,FDA38,OUT010
1239,3852.6497,DRI13,OUT049
1240,2661.2253,FDY20,OUT027
1241,3224.2239,NCZ53,OUT035
1242,3032.1443,NCM31,OUT013
1243,3174.6733,DRB01,OUT017
1244,4231.9653,DRF37,OUT046
1245,2433.3215,NCF42,OUT049
1246,2489.2686,FDF16,OUT018
1247,913.0018,FDB41,OUT013
1248,4344.064,FDR34,OUT013
1249,2171.1199,FDR15,OUT018
1250,306.7311,NCV42,OUT019
1251,3341.8804,FDW51,OUT035
1252,1657.2596,FDU36,OUT017
1253,1247.864,FDX60,OUT049
1254,1872.4198,FDY03,OUT035
1255,3186.6191,FDW55,OUT045
1256,837.4897,FDT01,OUT010
1257,2023.4779,FDG58,OUT013
1258,5987.439,FDK21,OUT017
1259,287.15622,NCS41,OUT019
1260,2672.532,FDS10,OUT045
1261,2677.1274,NCT53,OUT046
1262,2645.8433,FDJ28,OUT018
1263,1144.1981,FDX44,OUT045
1264,475.76773,FDT20,OUT018
1265,2003.4521,FDO44,OUT017
1266,2795.8223,NCX17,OUT049
1267,2334.4485,FDY01,OUT017
1268,6524.1875,FDJ12,OUT027
1269,449.12363,DRK35,OUT018
1270,270.8254,FDD47,OUT019
1271,1466.8483,NCM53,OUT035
1272,1174.837,FDO45,OUT013
1273,433.72833,NCM42,OUT010
1274,2776.8855,FDE04,OUT046
1275,4886.205,NCI30,OUT027
1276,2826.319,FDZ19,OUT013
1277,3791.1604,FDW57,OUT013
1278,2092.0872,FDA25,OUT013
1279,755.7573,FDT22,OUT046
1280,1920.4153,FDP51,OUT013
1281,2865.8862,FDD48,OUT027
1282,4321.523,FDY39,OUT035
1283,440.21335,FDO48,OUT010
1284,5595.5884,FDD23,OUT027
1285,716.64996,DRN35,OUT027
1286,3291.4895,FDT01,OUT035
1287,77.20359,FDC20,OUT010
1288,1008.30133,DRJ35,OUT035
1289,1707.0366,FDB32,OUT046
1290,3900.4817,FDL24,OUT046
1291,1938.4137,NCV42,OUT035
1292,1756.7821,FDZ46,OUT046
1293,2805.457,FDC15,OUT013
1294,90.122345,FDD08,OUT019
1295,1204.3389,FDY50,OUT049
1296,2012.4736,FDD36,OUT013
1297,1300.5576,FDG57,OUT027
1298,443.68033,FDL21,OUT018
1299,2692.9426,FDN16,OUT027
1300,924.6859,FDJ09,OUT027
1301,557.2627,FDS01,OUT010
1302,3793.3728,FDV33,OUT017
1303,1283.6626,DRE12,OUT017
1304,1598.1747,FDR07,OUT013
1305,1065.156,FDP48,OUT010
1306,863.62897,NCB55,OUT035
1307,886.34247,FDQ08,OUT013
1308,4663.579,FDR34,OUT035
1309,1943.2128,FDO33,OUT046
1310,655.0431,FDP13,OUT045
1311,4331.4897,FDX12,OUT049
1312,2696.82,NCT06,OUT049
1313,580.38367,FDR16,OUT019
1314,3817.3008,FDE36,OUT046
1315,4090.6746,FDZ36,OUT049
1316,1294.6892,FDV13,OUT045
1317,791.85046,NCZ17,OUT035
1318,3098.865,FDU56,OUT045
1319,2302.2,FDM09,OUT035
1320,3250.591,FDV02,OUT017
1321,1299.2078,FDS34,OUT018
1322,1545.374,FDA11,OUT049
1323,4458.189,FDP09,OUT017
1324,2948.1553,FDB29,OUT027
1325,2958.5903,FDT19,OUT017
1326,701.2653,DRH15,OUT017
1327,4158.4214,FDY38,OUT046
1328,3717.963,FDF14,OUT027
1329,363.45062,FDN48,OUT010
1330,3349.0193,FDQ12,OUT013
1331,2807.2573,NCJ43,OUT045
1332,360.45996,FDE17,OUT019
1333,3903.5088,FDB05,OUT035
1334,1399.7147,FDH10,OUT045
1335,615.49426,NCR06,OUT017
1336,1636.8235,FDU32,OUT018
1337,3122.2798,FDD56,OUT049
1338,2647.0305,FDO36,OUT018
1339,371.72473,FDH16,OUT010
1340,462.35437,FDX10,OUT018
1341,1449.272,FDZ37,OUT017
1342,254.32222,FDU31,OUT010
1343,2233.8936,DRC49,OUT049
1344,2533.5493,FDL15,OUT045
1345,-29.86982,FDN32,OUT019
1346,1777.922,DRH59,OUT027
1347,2767.981,NCU29,OUT049
1348,847.6461,FDR37,OUT019
1349,2504.0146,FDS14,OUT018
1350,6216.7295,FDU02,OUT027
1351,3186.2112,FDJ08,OUT035
1352,3376.9587,NCZ06,OUT045
1353,1074.6674,FDO31,OUT049
1354,1143.7645,FDH31,OUT018
1355,3123.557,FDS58,OUT017
1356,1208.238,NCA53,OUT027
1357,2541.245,FDF50,OUT046
1358,3874.8743,NCW42,OUT049
1359,2716.4792,NCQ17,OUT045
1360,6022.8135,FDK51,OUT018
1361,624.37476,NCW41,OUT010
1362,884.1437,NCR29,OUT017
1363,418.55835,FDB08,OUT019
1364,2514.8025,FDA40,OUT027
1365,2103.2654,FDL14,OUT018
1366,3526.018,FDB47,OUT046
1367,4938.4434,FDO03,OUT035
1368,456.49924,DRK13,OUT019
1369,368.3077,FDX13,OUT010
1370,3251.8044,FDF52,OUT046
1371,2947.513,FDT11,OUT013
1372,2548.4976,FDB08,OUT013
1373,2489.1243,FDQ28,OUT018
1374,4636.0596,FDD29,OUT045
1375,5826.803,NCQ29,OUT027
1376,947.76794,NCO02,OUT013
1377,1257.7367,FDR56,OUT010
1378,2052.4888,NCM54,OUT049
1379,1941.15,FDP51,OUT035
1380,1169.0927,FDT38,OUT013
1381,2879.258,FDZ20,OUT018
1382,1777.6732,FDJ53,OUT013
1383,4148.7036,FDX13,OUT049
1384,3348.2202,FDP58,OUT035
1385,153.07588,NCK31,OUT019
1386,1800.1885,FDA35,OUT018
1387,2507.2473,FDV37,OUT018
1388,4322.4067,NCO07,OUT027
1389,2419.3745,FDA20,OUT045
1390,3235.6758,FDZ59,OUT035
1391,697.2579,NCY17,OUT017
1392,3183.0195,FDQ28,OUT035
1393,2725.411,FDV35,OUT017
1394,524.38116,FDQ36,OUT013
1395,2059.2808,FDD34,OUT018
1396,3317.9424,FDK51,OUT045
1397,2333.2417,FDV31,OUT035
1398,1810.584,FDR04,OUT035
1399,751.9273,FDR14,OUT049
1400,409.53796,DRC36,OUT010
1401,210.23462,FDE39,OUT019
1402,1661.9868,FDP57,OUT049
1403,2388.5176,FDE57,OUT046
1404,1988.9308,NCN18,OUT046
1405,2272.3198,NCQ05,OUT018
1406,2260.884,FDW47,OUT035
1407,2404.621,FDV46,OUT035
1408,1015.71454,NCP29,OUT045
1409,1450.1663,FDE09,OUT018
1410,6294.0303,NCU06,OUT027
1411,467.4006,FDT19,OUT010
1412,2040.3075,DRF15,OUT017
1413,2785.7295,DRI51,OUT013
1414,1810.4403,NCX54,OUT013
1415,3635.6343,DRE01,OUT013
1416,2936.8591,NCB07,OUT045
1417,1357.3475,FDU50,OUT035
1418,675.14215,FDG40,OUT035
1419,3012.1453,FDW10,OUT018
1420,2811.6794,FDX51,OUT013
1421,1045.3177,NCP17,OUT045
1422,3497.3662,FDP21,OUT035
1423,1526.6289,FDL04,OUT045
1424,2154.839,FDV23,OUT013
1425,1360.379,FDF24,OUT046
1426,3209.916,FDH56,OUT027
1427,755.17993,FDB51,OUT049
1428,2644.196,FDI58,OUT027
1429,602.0334,FDR20,OUT013
1430,1768.836,FDC51,OUT018
1431,2389.1047,FDB16,OUT027
1432,921.7067,FDE40,OUT049
1433,769.34125,NCM17,OUT035
1434,3237.4714,FDU56,OUT035
1435,336.84082,FDS32,OUT019
1436,3862.354,FDX02,OUT049
1437,4954.57,FDT39,OUT027
1438,917.8148,FDE35,OUT017
1439,814.29944,NCI42,OUT019
1440,1554.4868,DRL23,OUT046
1441,1849.2402,FDA10,OUT046
1442,1439.1902,FDA11,OUT013
1443,2558.781,NCM06,OUT046
1444,4515.964,NCT05,OUT035
1445,53.48899,NCQ02,OUT010
1446,2296.692,NCY06,OUT049
1447,4861.632,FDY56,OUT035
1448,2228.2178,FDL02,OUT035
1449,2827.776,NCI06,OUT035
1450,2347.3884,FDQ14,OUT045
1451,4606.963,FDQ12,OUT017
1452,697.6481,FDP36,OUT046
1453,10253.362,FDK21,OUT027
1454,2564.716,FDO40,OUT045
1455,274.17694,NCK54,OUT019
1456,2113.0442,FDY09,OUT018
1457,3386.9287,NCW30,OUT049
1458,888.82007,NCC55,OUT027
1459,1557.0239,FDE58,OUT018
1460,3564.5469,FDR39,OUT013
1461,2699.2056,FDU28,OUT049
1462,2118.341,FDH08,OUT017
1463,2146.1606,FDG35,OUT045
1464,588.89777,FDG22,OUT049
1465,3344.659,FDC34,OUT035
1466,3700.3313,FDP15,OUT018
1467,153.66078,FDK34,OUT010
1468,2076.1704,FDU45,OUT035
1469,1061.6064,FDQ04,OUT027
1470,3234.862,FDX22,OUT018
1471,1596.2885,FDB45,OUT017
1472,4526.159,NCH43,OUT027
1473,4818.766,DRE60,OUT046
1474,6098.943,FDD17,OUT027
1475,2251.7534,NCM54,OUT017
1476,1712.7832,NCH55,OUT013
1477,2833.0317,NCT06,OUT017
1478,4752.8774,FDA48,OUT027
1479,7636.3984,FDY58,OUT027
1480,4704.473,FDO25,OUT045
1481,1264.1288,FDN50,OUT045
1482,2565.7388,FDH35,OUT035
1483,3809.183,FDK09,OUT045
1484,2103.7048,FDO16,OUT013
1485,1150.0709,FDW11,OUT045
1486,4136.2305,FDU47,OUT027
1487,-13.535614,NCQ42,OUT010
1488,2553.1802,FDK55,OUT027
1489,1937.815,FDN08,OUT049
1490,3366.0984,FDT57,OUT045
1491,3117.7095,FDJ12,OUT018
1492,844.1371,DRL59,OUT017
1493,619.0732,NCN53,OUT046
1494,185.47742,FDO51,OUT010
1495,3151.1882,FDK56,OUT017
1496,793.2327,FDY12,OUT035
1497,915.149,FDU15,OUT035
1498,3683.9353,FDQ19,OUT046
1499,2117.1763,DRF15,OUT045
1500,288.09412,DRE25,OUT019
1501,1745.2137,FDK57,OUT018
1502,744.11017,FDD33,OUT010
1503,5714.143,FDR34,OUT027
1504,1959.8066,FDU04,OUT045
1505,78.7992,FDE35,OUT019
1506,3214.7283,NCD31,OUT035
1507,1724.7122,FDJ56,OUT035
1508,2137.237,NCU53,OUT046
1509,3913.868,FDD39,OUT035
1510,234.6913,NCU17,OUT019
1511,1869.1217,FDJ20,OUT046
1512,2384.7026,NCW41,OUT018
1513,656.117,FDL52,OUT035
1514,2315.2603,FDS39,OUT035
1515,2309.4165,DRJ47,OUT045
1516,-43.63406,FDP13,OUT010
1517,226.53314,DRK39,OUT010
1518,111.22029,FDF28,OUT010
1519,1854.2246,FDB09,OUT045
1520,1520.5168,FDM51,OUT046
1521,555.8775,DRM49,OUT018
1522,2478.4612,DRF23,OUT013
1523,3470.84,DRH01,OUT035
1524,3028.1338,FDH12,OUT027
1525,203.73283,FDA28,OUT019
1526,886.0527,FDW37,OUT018
1527,1322.809,FDF02,OUT046
1528,737.715,DRL37,OUT046
1529,2091.1316,NCF43,OUT046
1530,228.91261,FDH08,OUT010
1531,727.2104,FDR34,OUT019
1532,3513.8904,NCK19,OUT049
1533,228.186,NCD55,OUT018
1534,3772.6655,FDT27,OUT049
1535,1961.0393,FDQ57,OUT045
1536,2341.5771,FDA47,OUT035
1537,1695.0078,DRG15,OUT027
1538,1982.9034,FDE05,OUT018
1539,1823.5723,FDN46,OUT046
1540,2622.258,FDX27,OUT027
1541,1559.5271,FDT51,OUT045
1542,827.0905,FDU33,OUT013
1543,1737.2637,FDJ16,OUT027
